id,char,codepoint,pinyins_tone3,pinyins_display,script_type,gloss_en
63781,𨵤,U+28D64,𨵤,𨵤,traditional,
63782,𨵥,U+28D65,sheng3,shěng,neutral,
63783,𨵦,U+28D66,yu2,yú,traditional,
63784,𨵧,U+28D67,kua1,kuā,neutral,
63785,𨵨,U+28D68,𨵨,𨵨,neutral,
63786,𨵩,U+28D69,pi4,pì,traditional,
63787,𨵪,U+28D6A,xie2,xié,neutral,
63788,𨵫,U+28D6B,nve4,nüè,neutral,
63789,𨵬,U+28D6C,xian4,xiàn,traditional,
63790,𨵭,U+28D6D,jian4,jiàn,neutral,
63791,𨵮,U+28D6E,xu4,xù,neutral,
63792,𨵯,U+28D6F,𨵯,𨵯,neutral,
63793,𨵰,U+28D70,bi4,bì,neutral,
63794,𨵱,U+28D71,𨵱,𨵱,neutral,
63795,𨵲,U+28D72,𨵲,𨵲,neutral,
63796,𨵳,U+28D73,𨵳,𨵳,neutral,
63797,𨵴,U+28D74,nan2,nán,neutral,
63798,𨵵,U+28D75,𨵵,𨵵,neutral,
63799,𨵶,U+28D76,liang2,liáng,neutral,
63800,𨵷,U+28D77,𨵷,𨵷,neutral,
63801,𨵸,U+28D78,pian2,pián,traditional,
63802,𨵹,U+28D79,𨵹,𨵹,neutral,
63803,𨵺,U+28D7A,𨵺,𨵺,neutral,
63804,𨵻,U+28D7B,𨵻,𨵻,neutral,
63805,𨵼,U+28D7C,jing4,jìng,neutral,
63806,𨵽,U+28D7D,𨵽,𨵽,neutral,
63807,𨵾,U+28D7E,𨵾,𨵾,neutral,
63808,𨵿,U+28D7F,𨵿,𨵿,neutral,connection; pass; surname
63809,𨶀,U+28D80,ta3,tǎ,traditional,
63810,𨶁,U+28D81,yan4,yàn,neutral,
63811,𨶂,U+28D82,ai4,ài,neutral,
63812,𨶃,U+28D83,𨶃,𨶃,neutral,
63813,𨶄,U+28D84,𨶄,𨶄,neutral,
63814,𨶅,U+28D85,xiao1,xiāo,neutral,
63815,𨶆,U+28D86,qiang1,qiāng,neutral,
63816,𨶇,U+28D87,wu3,wǔ,neutral,
63817,𨶈,U+28D88,tang2,táng,neutral,
63818,𨶉,U+28D89,𨶉,𨶉,neutral,
63819,𨶊,U+28D8A,jun4,jùn,neutral,
63820,𨶋,U+28D8B,𨶋,𨶋,neutral,
63821,𨶌,U+28D8C,𨶌,𨶌,neutral,
63822,𨶍,U+28D8D,𨶍,𨶍,neutral,
63823,𨶎,U+28D8E,𨶎,𨶎,neutral,
63824,𨶏,U+28D8F,𨶏,𨶏,traditional,
63825,𨶐,U+28D90,kuo4,kuò,neutral,
63826,𨶑,U+28D91,𨶑,𨶑,traditional,
63827,𨶒,U+28D92,𨶒,𨶒,neutral,
63828,𨶓,U+28D93,𨶓,𨶓,neutral,
63829,𨶔,U+28D94,𨶔,𨶔,neutral,
63830,𨶕,U+28D95,𨶕,𨶕,neutral,
63831,𨶖,U+28D96,𨶖,𨶖,neutral,
63832,𨶗,U+28D97,lang4,làng,neutral,
63833,𨶘,U+28D98,𨶘,𨶘,neutral,
63834,𨶙,U+28D99,neng3,něng,neutral,"(Cant., vulg.) penis"
63835,𨶚,U+28D9A,𨶚,𨶚,neutral,
63836,𨶛,U+28D9B,𨶛,𨶛,neutral,
63837,𨶜,U+28D9C,dou4|dou3,dòu|dǒu,neutral,
63838,𨶝,U+28D9D,shu2,shú,neutral,
63839,𨶞,U+28D9E,𨶞,𨶞,neutral,
63840,𨶟,U+28D9F,jiao3,jiǎo,neutral,
63841,𨶠,U+28DA0,nie4,niè,neutral,
63842,𨶡,U+28DA1,𨶡,𨶡,neutral,
63843,𨶢,U+28DA2,yu2,yú,neutral,
63844,𨶣,U+28DA3,𨶣,𨶣,neutral,
63845,𨶤,U+28DA4,𨶤,𨶤,neutral,
63846,𨶥,U+28DA5,𨶥,𨶥,neutral,
63847,𨶦,U+28DA6,𨶦,𨶦,neutral,
63848,𨶧,U+28DA7,𨶧,𨶧,neutral,
63849,𨶨,U+28DA8,ce4,cè,neutral,
63850,𨶩,U+28DA9,𨶩,𨶩,neutral,
63851,𨶪,U+28DAA,jiao3|liu2,jiǎo|liú,neutral,
63852,𨶫,U+28DAB,𨶫,𨶫,neutral,
63853,𨶬,U+28DAC,hua4,huà,neutral,
63854,𨶭,U+28DAD,wen2,wén,neutral,
63855,𨶮,U+28DAE,ye1,yē,traditional,
63856,𨶯,U+28DAF,e2,é,traditional,
63857,𨶰,U+28DB0,guang1,guāng,traditional,
63858,𨶱,U+28DB1,hua1,huā,neutral,
63859,𨶲,U+28DB2,jiao1,jiāo,traditional,
63860,𨶳,U+28DB3,𨶳,𨶳,neutral,
63861,𨶴,U+28DB4,𨶴,𨶴,neutral,
63862,𨶵,U+28DB5,𨶵,𨶵,neutral,
63863,𨶶,U+28DB6,𨶶,𨶶,neutral,
63864,𨶷,U+28DB7,𨶷,𨶷,neutral,
63865,𨶸,U+28DB8,𨶸,𨶸,neutral,
63866,𨶹,U+28DB9,𨶹,𨶹,neutral,"to close, shut"
63867,𨶺,U+28DBA,lei4,lèi,neutral,
63868,𨶻,U+28DBB,𨶻,𨶻,traditional,
63869,𨶼,U+28DBC,shang1,shāng,neutral,
63870,𨶽,U+28DBD,yong4,yòng,neutral,
63871,𨶾,U+28DBE,𨶾,𨶾,neutral,
63872,𨶿,U+28DBF,deng1,dēng,traditional,
63873,𨷀,U+28DC0,guan1,guān,neutral,
63874,𨷁,U+28DC1,niu2,niú,neutral,
63875,𨷂,U+28DC2,𨷂,𨷂,neutral,
63876,𨷃,U+28DC3,sui4,suì,neutral,
63877,𨷄,U+28DC4,xiang4,xiàng,neutral,
63878,𨷅,U+28DC5,𨷅,𨷅,neutral,
63879,𨷆,U+28DC6,sa4,sà,neutral,
63880,𨷇,U+28DC7,chang1,chāng,neutral,
63881,𨷈,U+28DC8,𨷈,𨷈,traditional,
63882,𨷉,U+28DC9,𨷉,𨷉,neutral,
63883,𨷊,U+28DCA,𨷊,𨷊,neutral,
63884,𨷋,U+28DCB,𨷋,𨷋,neutral,
63885,𨷌,U+28DCC,𨷌,𨷌,neutral,
63886,𨷍,U+28DCD,𨷍,𨷍,neutral,
63887,𨷎,U+28DCE,run4,rùn,neutral,
63888,𨷏,U+28DCF,𨷏,𨷏,neutral,
63889,𨷐,U+28DD0,yun1,yūn,neutral,
63890,𨷑,U+28DD1,𨷑,𨷑,neutral,
63891,𨷒,U+28DD2,fen1,fēn,neutral,
63892,𨷓,U+28DD3,jian4,jiàn,neutral,
63893,𨷔,U+28DD4,xu4,xù,neutral,
63894,𨷕,U+28DD5,𨷕,𨷕,neutral,
63895,𨷖,U+28DD6,𨷖,𨷖,neutral,
63896,𨷗,U+28DD7,𨷗,𨷗,neutral,
63897,𨷘,U+28DD8,xi4,xì,neutral,
63898,𨷙,U+28DD9,shu2,shú,neutral,
63899,𨷚,U+28DDA,𨷚,𨷚,neutral,
63900,𨷛,U+28DDB,𨷛,𨷛,neutral,
63901,𨷜,U+28DDC,𨷜,𨷜,neutral,
63902,𨷝,U+28DDD,𨷝,𨷝,neutral,
63903,𨷞,U+28DDE,𨷞,𨷞,neutral,
63904,𨷟,U+28DDF,𨷟,𨷟,neutral,
63905,𨷠,U+28DE0,𨷠,𨷠,neutral,
63906,𨷡,U+28DE1,𨷡,𨷡,neutral,
63907,𨷢,U+28DE2,𨷢,𨷢,neutral,
63908,𨷣,U+28DE3,𨷣,𨷣,neutral,
63909,𨷤,U+28DE4,𨷤,𨷤,neutral,
63910,𨷥,U+28DE5,xie2,xié,neutral,
63911,𨷦,U+28DE6,li4,lì,neutral,
63912,𨷧,U+28DE7,𨷧,𨷧,neutral,
63913,𨷨,U+28DE8,𨷨,𨷨,neutral,
63914,𨷩,U+28DE9,tou2,tóu,neutral,
63915,𨷪,U+28DEA,𨷪,𨷪,neutral,
63916,𨷫,U+28DEB,𨷫,𨷫,neutral,
63917,𨷬,U+28DEC,mi3,mǐ,neutral,
63918,𨷭,U+28DED,chan2,chán,neutral,
63919,𨷮,U+28DEE,huo1,huō,neutral,
63920,𨷯,U+28DEF,𨷯,𨷯,neutral,
63921,𨷰,U+28DF0,𨷰,𨷰,neutral,
63922,𨷱,U+28DF1,zhuan3,zhuǎn,neutral,
63923,𨷲,U+28DF2,yue4,yuè,traditional,
63924,𨷳,U+28DF3,𨷳,𨷳,neutral,
63925,𨷴,U+28DF4,𨷴,𨷴,neutral,
63926,𨷵,U+28DF5,𨷵,𨷵,neutral,
63927,𨷶,U+28DF6,𨷶,𨷶,neutral,
63928,𨷷,U+28DF7,𨷷,𨷷,neutral,
63929,𨷸,U+28DF8,𨷸,𨷸,neutral,
63930,𨷹,U+28DF9,𨷹,𨷹,neutral,
63931,𨷺,U+28DFA,𨷺,𨷺,neutral,
63932,𨷻,U+28DFB,lan2,lán,traditional,
63933,𨷼,U+28DFC,𨷼,𨷼,neutral,
63934,𨷽,U+28DFD,yan2,yán,neutral,
63935,𨷾,U+28DFE,dang4,dàng,neutral,
63936,𨷿,U+28DFF,xiang4,xiàng,simplified,"between steps, window"
63937,𨸀,U+28E00,yue4,yuè,simplified,
63938,𨸁,U+28E01,ting3,tǐng,simplified,
63939,𨸂,U+28E02,beng1,bēng,simplified,
63940,𨸃,U+28E03,san4,sàn,simplified,
63941,𨸄,U+28E04,xian4,xiàn,simplified,(same as 限) a threshold; door-sill
63942,𨸅,U+28E05,die2,dié,simplified,
63943,𨸆,U+28E06,pi4,pì,simplified,
63944,𨸇,U+28E07,pian2,pián,simplified,
63945,𨸈,U+28E08,𨸈,𨸈,neutral,
63946,𨸉,U+28E09,ta3,tǎ,simplified,
63947,𨸊,U+28E0A,𨸊,𨸊,simplified,
63948,𨸋,U+28E0B,jiao1,jiāo,simplified,
63949,𨸌,U+28E0C,ye1,yē,simplified,
63950,𨸍,U+28E0D,𨸍,𨸍,neutral,
63951,𨸎,U+28E0E,yue4,yuè,simplified,
63952,𨸏,U+28E0F,𨸏,𨸏,neutral,
63953,𨸐,U+28E10,reng2,réng,neutral,
63954,𨸑,U+28E11,qiao3,qiǎo,neutral,
63955,𨸒,U+28E12,qi2,qí,neutral,
63956,𨸓,U+28E13,diao1,diāo,neutral,
63957,𨸔,U+28E14,qi2|wei2,qí|wéi,neutral,
63958,𨸕,U+28E15,𨸕,𨸕,neutral,
63959,𨸖,U+28E16,𨸖,𨸖,neutral,
63960,𨸗,U+28E17,han4,hàn,neutral,
63961,𨸘,U+28E18,yuan2,yuán,simplified,
63962,𨸙,U+28E19,you2,yóu,neutral,
63963,𨸚,U+28E1A,ji2,jí,neutral,"series, rank, grade"
63964,𨸛,U+28E1B,gai4,gài,neutral,
63965,𨸜,U+28E1C,hai1,hāi,neutral,
63966,𨸝,U+28E1D,shi4,shì,neutral,
63967,𨸞,U+28E1E,𨸞,𨸞,neutral,
63968,𨸟,U+28E1F,qu1,qū,simplified,"a rough road, a rugged; steep mountain uneasy"
63969,𨸠,U+28E20,𨸠,𨸠,neutral,
63970,𨸡,U+28E21,𨸡,𨸡,neutral,
63971,𨸢,U+28E22,𨸢,𨸢,neutral,
63972,𨸣,U+28E23,𨸣,𨸣,neutral,
63973,𨸤,U+28E24,𨸤,𨸤,neutral,
63974,𨸥,U+28E25,𨸥,𨸥,neutral,
63975,𨸦,U+28E26,𨸦,𨸦,neutral,
63976,𨸧,U+28E27,𨸧,𨸧,neutral,
63977,𨸨,U+28E28,𨸨,𨸨,neutral,
63978,𨸩,U+28E29,wen4,wèn,neutral,
63979,𨸪,U+28E2A,𨸪,𨸪,neutral,
63980,𨸫,U+28E2B,𨸫,𨸫,neutral,
63981,𨸬,U+28E2C,zhen4,zhèn,neutral,"battle-field, battle array"
63982,𨸭,U+28E2D,po1,pō,neutral,
63983,𨸮,U+28E2E,yan2|yun3,yán|yǔn,neutral,
63984,𨸯,U+28E2F,gu1,gū,neutral,
63985,𨸰,U+28E30,ju2,jú,neutral,
63986,𨸱,U+28E31,tian4|nian3,tiàn|niǎn,neutral,
63987,𨸲,U+28E32,𨸲,𨸲,neutral,
63988,𨸳,U+28E33,𨸳,𨸳,neutral,
63989,𨸴,U+28E34,𨸴,𨸴,neutral,
63990,𨸵,U+28E35,𨸵,𨸵,neutral,
63991,𨸶,U+28E36,𨸶,𨸶,neutral,
63992,𨸷,U+28E37,e4,è,neutral,
63993,𨸸,U+28E38,𨸸,𨸸,neutral,
63994,𨸹,U+28E39,𨸹,𨸹,neutral,
63995,𨸺,U+28E3A,ya1,yā,neutral,
63996,𨸻,U+28E3B,lin4,lìn,neutral,
63997,𨸼,U+28E3C,bi4,bì,neutral,
63998,𨸽,U+28E3D,𨸽,𨸽,neutral,
63999,𨸾,U+28E3E,𨸾,𨸾,neutral,
64000,𨸿,U+28E3F,𨸿,𨸿,neutral,
64001,𨹀,U+28E40,zi3,zǐ,neutral,
64002,𨹁,U+28E41,hong2,hóng,neutral,
64003,𨹂,U+28E42,𨹂,𨹂,neutral,
64004,𨹃,U+28E43,duo3|duo4,duǒ|duò,neutral,
64005,𨹄,U+28E44,𨹄,𨹄,neutral,
64006,𨹅,U+28E45,dui4,duì,neutral,
64007,𨹆,U+28E46,xuan4,xuàn,neutral,
64008,𨹇,U+28E47,𨹇,𨹇,neutral,
64009,𨹈,U+28E48,shan3|yang2,shǎn|yáng,neutral,
64010,𨹉,U+28E49,𨹉,𨹉,neutral,
64011,𨹊,U+28E4A,shan3,shǎn,neutral,
64012,𨹋,U+28E4B,yao2,yáo,neutral,
64013,𨹌,U+28E4C,ran3,rǎn,neutral,
64014,𨹍,U+28E4D,𨹍,𨹍,neutral,
64015,𨹎,U+28E4E,𨹎,𨹎,neutral,
64016,𨹏,U+28E4F,𨹏,𨹏,neutral,
64017,𨹐,U+28E50,𨹐,𨹐,neutral,
64018,𨹑,U+28E51,𨹑,𨹑,neutral,
64019,𨹒,U+28E52,𨹒,𨹒,neutral,
64020,𨹓,U+28E53,𨹓,𨹓,neutral,
64021,𨹔,U+28E54,tuo2,tuó,neutral,
64022,𨹕,U+28E55,𨹕,𨹕,neutral,
64023,𨹖,U+28E56,𨹖,𨹖,neutral,
64024,𨹗,U+28E57,bing1,bīng,neutral,
64025,𨹘,U+28E58,xu4,xù,neutral,
64026,𨹙,U+28E59,tun1,tūn,neutral,
64027,𨹚,U+28E5A,cheng2,chéng,neutral,
64028,𨹛,U+28E5B,𨹛,𨹛,neutral,
64029,𨹜,U+28E5C,dou4,dòu,neutral,
64030,𨹝,U+28E5D,yi4|ya4,yì|yà,neutral,
64031,𨹞,U+28E5E,𨹞,𨹞,neutral,
64032,𨹟,U+28E5F,𨹟,𨹟,neutral,
64033,𨹠,U+28E60,𨹠,𨹠,neutral,
64034,𨹡,U+28E61,che4,chè,neutral,
64035,𨹢,U+28E62,𨹢,𨹢,neutral,
64036,𨹣,U+28E63,𨹣,𨹣,neutral,
64037,𨹤,U+28E64,𨹤,𨹤,neutral,
64038,𨹥,U+28E65,𨹥,𨹥,neutral,
64039,𨹦,U+28E66,𨹦,𨹦,neutral,
64040,𨹧,U+28E67,𨹧,𨹧,neutral,
64041,𨹨,U+28E68,𨹨,𨹨,neutral,
64042,𨹩,U+28E69,𨹩,𨹩,neutral,
64043,𨹪,U+28E6A,𨹪,𨹪,neutral,
64044,𨹫,U+28E6B,𨹫,𨹫,neutral,
64045,𨹬,U+28E6C,𨹬,𨹬,neutral,
64046,𨹭,U+28E6D,𨹭,𨹭,neutral,
64047,𨹮,U+28E6E,𨹮,𨹮,neutral,
64048,𨹯,U+28E6F,𨹯,𨹯,neutral,
64049,𨹰,U+28E70,𨹰,𨹰,neutral,
64050,𨹱,U+28E71,𨹱,𨹱,neutral,
64051,𨹲,U+28E72,𨹲,𨹲,neutral,
64052,𨹳,U+28E73,𨹳,𨹳,neutral,
64053,𨹴,U+28E74,𨹴,𨹴,neutral,
64054,𨹵,U+28E75,juan3,juǎn,neutral,
64055,𨹶,U+28E76,ji1,jī,neutral,
64056,𨹷,U+28E77,𨹷,𨹷,neutral,
64057,𨹸,U+28E78,zhao4,zhào,neutral,
64058,𨹹,U+28E79,beng1|beng4,bēng|bèng,neutral,
64059,𨹺,U+28E7A,𨹺,𨹺,neutral,
64060,𨹻,U+28E7B,tian3,tiǎn,neutral,
64061,𨹼,U+28E7C,𨹼,𨹼,neutral,
64062,𨹽,U+28E7D,𨹽,𨹽,neutral,
64063,𨹾,U+28E7E,𨹾,𨹾,neutral,
64064,𨹿,U+28E7F,𨹿,𨹿,neutral,
64065,𨺀,U+28E80,peng1,pēng,neutral,
64066,𨺁,U+28E81,𨺁,𨺁,neutral,
64067,𨺂,U+28E82,𨺂,𨺂,neutral,
64068,𨺃,U+28E83,𨺃,𨺃,neutral,
64069,𨺄,U+28E84,𨺄,𨺄,neutral,
64070,𨺅,U+28E85,fu4,fù,neutral,
64071,𨺆,U+28E86,𨺆,𨺆,neutral,
64072,𨺇,U+28E87,𨺇,𨺇,neutral,
64073,𨺈,U+28E88,𨺈,𨺈,neutral,
64074,𨺉,U+28E89,𨺉,𨺉,neutral,
64075,𨺊,U+28E8A,𨺊,𨺊,neutral,
64076,𨺋,U+28E8B,𨺋,𨺋,neutral,
64077,𨺌,U+28E8C,𨺌,𨺌,neutral,
64078,𨺍,U+28E8D,𨺍,𨺍,neutral,
64079,𨺎,U+28E8E,𨺎,𨺎,neutral,
64080,𨺏,U+28E8F,𨺏,𨺏,neutral,
64081,𨺐,U+28E90,𨺐,𨺐,neutral,
64082,𨺑,U+28E91,𨺑,𨺑,neutral,
64083,𨺒,U+28E92,𨺒,𨺒,neutral,
64084,𨺓,U+28E93,𨺓,𨺓,neutral,
64085,𨺔,U+28E94,𨺔,𨺔,neutral,
64086,𨺕,U+28E95,𨺕,𨺕,neutral,
64087,𨺖,U+28E96,tuo3,tuǒ,neutral,
64088,𨺗,U+28E97,𨺗,𨺗,neutral,
64089,𨺘,U+28E98,xian2,xián,neutral,
64090,𨺙,U+28E99,ni4,nì,neutral,
64091,𨺚,U+28E9A,long2,lóng,neutral,
64092,𨺛,U+28E9B,𨺛,𨺛,neutral,
64093,𨺜,U+28E9C,𨺜,𨺜,neutral,
64094,𨺝,U+28E9D,zhuo2,zhuó,neutral,
64095,𨺞,U+28E9E,𨺞,𨺞,neutral,
64096,𨺟,U+28E9F,zheng1,zhēng,neutral,
64097,𨺠,U+28EA0,shun3,shǔn,neutral,
64098,𨺡,U+28EA1,zong1,zōng,neutral,
64099,𨺢,U+28EA2,feng1,fēng,neutral,
64100,𨺣,U+28EA3,duan4,duàn,neutral,
64101,𨺤,U+28EA4,pi4,pì,neutral,
64102,𨺥,U+28EA5,yan3,yǎn,neutral,
64103,𨺦,U+28EA6,sou3,sǒu,neutral,
64104,𨺧,U+28EA7,qiu2,qiú,neutral,
64105,𨺨,U+28EA8,e4,è,neutral,
64106,𨺩,U+28EA9,qian2,qián,neutral,
64107,𨺪,U+28EAA,𨺪,𨺪,neutral,
64108,𨺫,U+28EAB,qian3,qiǎn,neutral,
64109,𨺬,U+28EAC,𨺬,𨺬,neutral,
64110,𨺭,U+28EAD,ca1,cā,neutral,
64111,𨺮,U+28EAE,xun4,xùn,neutral,
64112,𨺯,U+28EAF,𨺯,𨺯,neutral,
64113,𨺰,U+28EB0,𨺰,𨺰,neutral,
64114,𨺱,U+28EB1,𨺱,𨺱,neutral,
64115,𨺲,U+28EB2,𨺲,𨺲,neutral,
64116,𨺳,U+28EB3,𨺳,𨺳,neutral,
64117,𨺴,U+28EB4,𨺴,𨺴,neutral,
64118,𨺵,U+28EB5,zhui4,zhuì,neutral,
64119,𨺶,U+28EB6,𨺶,𨺶,neutral,
64120,𨺷,U+28EB7,𨺷,𨺷,neutral,
64121,𨺸,U+28EB8,mao3,mǎo,neutral,
64122,𨺹,U+28EB9,jiao3,jiǎo,neutral,"(same as 湫) mournful, narrow"
64123,𨺺,U+28EBA,𨺺,𨺺,neutral,
64124,𨺻,U+28EBB,𨺻,𨺻,neutral,
64125,𨺼,U+28EBC,𨺼,𨺼,neutral,
64126,𨺽,U+28EBD,𨺽,𨺽,neutral,
64127,𨺾,U+28EBE,𨺾,𨺾,neutral,
64128,𨺿,U+28EBF,zhan3,zhǎn,neutral,
64129,𨻀,U+28EC0,pi2|bi1,pí|bī,neutral,
64130,𨻁,U+28EC1,xi1,xī,neutral,
64131,𨻂,U+28EC2,yan4,yàn,neutral,
64132,𨻃,U+28EC3,fei4,fèi,neutral,
64133,𨻄,U+28EC4,nie4,niè,neutral,
64134,𨻅,U+28EC5,𨻅,𨻅,neutral,
64135,𨻆,U+28EC6,zhi4,zhì,neutral,
64136,𨻇,U+28EC7,𨻇,𨻇,neutral,
64137,𨻈,U+28EC8,suo3,suǒ,neutral,
64138,𨻉,U+28EC9,𨻉,𨻉,neutral,
64139,𨻊,U+28ECA,yi4,yì,neutral,
64140,𨻋,U+28ECB,𨻋,𨻋,neutral,
64141,𨻌,U+28ECC,lei3,lěi,neutral,
64142,𨻍,U+28ECD,xu4,xù,neutral,
64143,𨻎,U+28ECE,𨻎,𨻎,neutral,
64144,𨻏,U+28ECF,yi4,yì,neutral,
64145,𨻐,U+28ED0,𨻐,𨻐,neutral,
64146,𨻑,U+28ED1,𨻑,𨻑,neutral,
64147,𨻒,U+28ED2,wei1,wēi,neutral,
64148,𨻓,U+28ED3,𨻓,𨻓,neutral,
64149,𨻔,U+28ED4,𨻔,𨻔,neutral,
64150,𨻕,U+28ED5,ji1,jī,neutral,
64151,𨻖,U+28ED6,chen1,chēn,neutral,
64152,𨻗,U+28ED7,die2,dié,neutral,
64153,𨻘,U+28ED8,𨻘,𨻘,neutral,
64154,𨻙,U+28ED9,𨻙,𨻙,neutral,
64155,𨻚,U+28EDA,𨻚,𨻚,neutral,
64156,𨻛,U+28EDB,𨻛,𨻛,neutral,
64157,𨻜,U+28EDC,𨻜,𨻜,neutral,
64158,𨻝,U+28EDD,𨻝,𨻝,neutral,
64159,𨻞,U+28EDE,𨻞,𨻞,neutral,
64160,𨻟,U+28EDF,𨻟,𨻟,neutral,
64161,𨻠,U+28EE0,𨻠,𨻠,neutral,
64162,𨻡,U+28EE1,𨻡,𨻡,neutral,
64163,𨻢,U+28EE2,𨻢,𨻢,neutral,
64164,𨻣,U+28EE3,yuan2,yuán,neutral,
64165,𨻤,U+28EE4,𨻤,𨻤,neutral,
64166,𨻥,U+28EE5,xi2,xí,neutral,
64167,𨻦,U+28EE6,𨻦,𨻦,neutral,
64168,𨻧,U+28EE7,liu2,liú,neutral,
64169,𨻨,U+28EE8,suo3,suǒ,neutral,
64170,𨻩,U+28EE9,𨻩,𨻩,neutral,
64171,𨻪,U+28EEA,𨻪,𨻪,neutral,"hill, mound; mausoleum"
64172,𨻫,U+28EEB,𨻫,𨻫,neutral,
64173,𨻬,U+28EEC,𨻬,𨻬,neutral,
64174,𨻭,U+28EED,𨻭,𨻭,neutral,
64175,𨻮,U+28EEE,𨻮,𨻮,neutral,
64176,𨻯,U+28EEF,𨻯,𨻯,neutral,
64177,𨻰,U+28EF0,𨻰,𨻰,neutral,
64178,𨻱,U+28EF1,beng1,bēng,neutral,
64179,𨻲,U+28EF2,xia4,xià,neutral,"a crack, fissure"
64180,𨻳,U+28EF3,yan4|yan1,yàn|yān,neutral,
64181,𨻴,U+28EF4,𨻴,𨻴,neutral,
64182,𨻵,U+28EF5,cui1|zui1|dui4,cuī|zuī|duì,neutral,
64183,𨻶,U+28EF6,𨻶,𨻶,neutral,"a crevice, fissure; time, leisure; unpreparedness"
64184,𨻷,U+28EF7,kang1,kāng,neutral,
64185,𨻸,U+28EF8,𨻸,𨻸,neutral,
64186,𨻹,U+28EF9,𨻹,𨻹,simplified,
64187,𨻺,U+28EFA,qing1,qīng,neutral,
64188,𨻻,U+28EFB,lou2,lóu,neutral,
64189,𨻼,U+28EFC,bi1,bī,neutral,
64190,𨻽,U+28EFD,𨻽,𨻽,neutral,
64191,𨻾,U+28EFE,𨻾,𨻾,neutral,
64192,𨻿,U+28EFF,𨻿,𨻿,neutral,
64193,𨼀,U+28F00,𨼀,𨼀,neutral,
64194,𨼁,U+28F01,𨼁,𨼁,neutral,
64195,𨼂,U+28F02,𨼂,𨼂,neutral,
64196,𨼃,U+28F03,𨼃,𨼃,neutral,
64197,𨼄,U+28F04,𨼄,𨼄,neutral,
64198,𨼅,U+28F05,𨼅,𨼅,neutral,
64199,𨼆,U+28F06,𨼆,𨼆,neutral,
64200,𨼇,U+28F07,𨼇,𨼇,neutral,
64201,𨼈,U+28F08,zhan4,zhàn,neutral,
64202,𨼉,U+28F09,cuan4,cuàn,neutral,
64203,𨼊,U+28F0A,wu2,wú,neutral,
64204,𨼋,U+28F0B,xu1,xū,neutral,
64205,𨼌,U+28F0C,chen1,chēn,neutral,
64206,𨼍,U+28F0D,hao2,háo,neutral,
64207,𨼎,U+28F0E,jue2,jué,neutral,
64208,𨼏,U+28F0F,𨼏,𨼏,neutral,
64209,𨼐,U+28F10,chen4,chèn,neutral,
64210,𨼑,U+28F11,cha2,chá,neutral,
64211,𨼒,U+28F12,chan3,chǎn,neutral,
64212,𨼓,U+28F13,zhi2,zhí,neutral,
64213,𨼔,U+28F14,xun2,xún,neutral,
64214,𨼕,U+28F15,𨼕,𨼕,neutral,
64215,𨼖,U+28F16,𨼖,𨼖,neutral,
64216,𨼗,U+28F17,𨼗,𨼗,neutral,
64217,𨼘,U+28F18,𨼘,𨼘,neutral,
64218,𨼙,U+28F19,𨼙,𨼙,neutral,
64219,𨼚,U+28F1A,𨼚,𨼚,neutral,
64220,𨼛,U+28F1B,𨼛,𨼛,neutral,
64221,𨼜,U+28F1C,𨼜,𨼜,neutral,
64222,𨼝,U+28F1D,𨼝,𨼝,neutral,
64223,𨼞,U+28F1E,𨼞,𨼞,neutral,
64224,𨼟,U+28F1F,𨼟,𨼟,neutral,
64225,𨼠,U+28F20,𨼠,𨼠,neutral,
64226,𨼡,U+28F21,𨼡,𨼡,neutral,
64227,𨼢,U+28F22,𨼢,𨼢,neutral,
64228,𨼣,U+28F23,ge2,gé,neutral,
64229,𨼤,U+28F24,chen2,chén,neutral,
64230,𨼥,U+28F25,ye4|ge2,yè|gé,neutral,
64231,𨼦,U+28F26,𨼦,𨼦,neutral,
64232,𨼧,U+28F27,𨼧,𨼧,neutral,
64233,𨼨,U+28F28,𨼨,𨼨,neutral,
64234,𨼩,U+28F29,𨼩,𨼩,neutral,
64235,𨼪,U+28F2A,chu3,chǔ,neutral,
64236,𨼫,U+28F2B,qu2,qú,neutral,
64237,𨼬,U+28F2C,xie4,xiè,neutral,
64238,𨼭,U+28F2D,𨼭,𨼭,neutral,
64239,𨼮,U+28F2E,zhan4,zhàn,neutral,
64240,𨼯,U+28F2F,ken3,kěn,neutral,
64241,𨼰,U+28F30,𨼰,𨼰,neutral,
64242,𨼱,U+28F31,jue2,jué,neutral,
64243,𨼲,U+28F32,𨼲,𨼲,neutral,
64244,𨼳,U+28F33,𨼳,𨼳,traditional,
64245,𨼴,U+28F34,𨼴,𨼴,neutral,
64246,𨼵,U+28F35,𨼵,𨼵,neutral,
64247,𨼶,U+28F36,𨼶,𨼶,neutral,
64248,𨼷,U+28F37,𨼷,𨼷,neutral,
64249,𨼸,U+28F38,𨼸,𨼸,neutral,
64250,𨼹,U+28F39,𨼹,𨼹,neutral,
64251,𨼺,U+28F3A,𨼺,𨼺,neutral,
64252,𨼻,U+28F3B,𨼻,𨼻,neutral,
64253,𨼼,U+28F3C,𨼼,𨼼,neutral,
64254,𨼽,U+28F3D,qu2,qú,neutral,
64255,𨼾,U+28F3E,𨼾,𨼾,neutral,
64256,𨼿,U+28F3F,meng2,méng,neutral,
