id,char,codepoint,pinyins,script_type,variants,gloss_en,examples,hsk_level
16224,赟,U+8D5F,yūn,simplified,贇,good appearance,,
16225,赠,U+8D60,zèng,simplified,贈,to give as a present,回赠|奉赠|捐赠,5
16226,赡,U+8D61,shàn,simplified,贍,to support,南赡部洲|赡养|赡养费,7-9
16227,赢,U+8D62,yíng,simplified,贏,to beat,共赢|打赢|赢利,3
16228,赣,U+8D63,gàn,simplified,贛,variant of 贛|赣[Gan4],浙赣|赣州|赣州市,
16229,赤,U+8D64,chì(34),neutral,,red,努爾哈赤|努尔哈赤|反赤道流,7-9
16230,赥,U+8D65,xī,neutral,,,,
16231,赦,U+8D66,shè|cè,neutral,,to pardon (a convict),十惡不赦|十恶不赦|國際大赦,
16232,赧,U+8D67,nǎn,neutral,,blushing with shame,愧赧|羞赧|赧然,
16233,赨,U+8D68,tóng|xióng,neutral,,,,
16234,赩,U+8D69,xì,neutral,,red,,
16235,赪,U+8D6A,chēng,simplified,赬,deep red,,
16236,赫,U+8D6B,hè|shì,neutral,,surname He,兆赫|別赫捷列夫|别赫捷列夫,7-9
16237,赬,U+8D6C,chēng,traditional,赪,deep red,,
16238,赭,U+8D6D,zhě,neutral,,ocher,赭石|赭紅尾鴝|赭红尾鸲,
16239,赮,U+8D6E,xiá,neutral,,,,
16240,赯,U+8D6F,táng,neutral,,red,,
16241,走,U+8D70,zǒu(3176),neutral,,to walk,一條路走到黑|一条路走到黑|一條道走到黑,1
16242,赱,U+8D71,zǒu,neutral,,variant of 走[zou3],,
16243,赲,U+8D72,lì,neutral,,,,
16244,赳,U+8D73,jiū|jiù,neutral,,see 赳赳[jiu1 jiu1],赳赳|雄赳赳,
16245,赴,U+8D74,fù(12),neutral,,to go,全力以赴|共赴|前赴後繼,7-9
16246,赵,U+8D75,zhào,simplified,趙,surname Zhao,前赵|围魏救赵|完璧归赵,7-9
16247,赶,U+8D76,gǎn(681)|qián,neutral,趕,to overtake; to catch up with,你追我赶|吃屎都赶不上热乎的|流星赶月,3
16248,起,U+8D77,qǐ(5632),neutral,,to rise,一哄而起|一波未平，一波又起|一病不起,1
16249,赸,U+8D78,shàn,neutral,,to jump,搭赸,
16250,赹,U+8D79,qióng,neutral,,,,
16251,赺,U+8D7A,yǐn|qǐn,neutral,,,,
16252,赻,U+8D7B,xiǎn,neutral,,,,
16253,赼,U+8D7C,zī,neutral,,,,
16254,赽,U+8D7D,jué|guì,neutral,,,,
16255,赾,U+8D7E,qǐn,neutral,,,,
16256,赿,U+8D7F,chí|dì,neutral,,,,
16257,趀,U+8D80,cī,neutral,,,,
16258,趁,U+8D81,chèn(84)|niǎn|zhěn,neutral,,to avail oneself of,打鐵趁熱|打铁趁热|趁人之危,7-9
16259,趂,U+8D82,chèn,neutral,,old variant of 趁[chen4],,
16260,趃,U+8D83,dié|tú,neutral,,,,
16261,趄,U+8D84,jū|qiè,neutral,,used in 趑趄[zi1 ju1],打趔趄|趑趄|趑趄不前,
16262,超,U+8D85,chāo(256)|tiào,neutral,,to exceed,B型超聲|B型超声|B超,2
16263,趆,U+8D86,dī,neutral,,,,
16264,趇,U+8D87,xì,neutral,,,,
16265,趈,U+8D88,zhān,neutral,,,,
16266,趉,U+8D89,jué|jú,neutral,,,,
16267,越,U+8D8A,yuè(958)|huó,neutral,,generic word for peoples or states of south China or south Asia at different historical periods,不可逾越|不敢越雷池一步|不越雷池,2
16268,趋,U+8D8B,qū(21),neutral,趨,to hasten,一步一趋|上升趋势|上扬趋势,4
16269,趌,U+8D8C,jí|jié,neutral,,,,
16270,趍,U+8D8D,chí|qū,neutral,,,,
16271,趎,U+8D8E,chú,neutral,,,,
16272,趏,U+8D8F,guā|huó,neutral,,,,
16273,趐,U+8D90,xuè|chì,neutral,,(archaic) to enter,,
16274,趑,U+8D91,zī|cì,neutral,,to falter,趑趄|趑趄不前|趑趄囁嚅,
16275,趒,U+8D92,tiáo|tiào|tiǎo,neutral,,to jump,,
16276,趓,U+8D93,duǒ,neutral,,,,
16277,趔,U+8D94,liè,neutral,,used in 趔趄[lie4 qie5],打趔趄|趔趄,
16278,趕,U+8D95,gǎn(681),traditional,赶,to overtake; to catch up with,你追我趕|吃屎都趕不上熱乎的|流星趕月,3
16279,趖,U+8D96,suō,neutral,,,,
16280,趗,U+8D97,cù,neutral,,,,
16281,趘,U+8D98,xí,neutral,,,,
16282,趙,U+8D99,zhào|diào,traditional,赵,surname Zhao,前趙|圍魏救趙|完璧歸趙,7-9
16283,趚,U+8D9A,sù,neutral,,,,
16284,趛,U+8D9B,yǐn,neutral,,,,
16285,趜,U+8D9C,jú|qū|qiú,neutral,,,,
16286,趝,U+8D9D,jiàn,neutral,,,,
16287,趞,U+8D9E,què|qì|jí,neutral,,,,
16288,趟,U+8D9F,tàng(89)|chéng|zhèng,neutral,,old variant of 趟[tang1],單趟|单趟|白跑一趟,6
16289,趠,U+8DA0,chuò|chào|tiào|zhuó,neutral,,,,
16290,趡,U+8DA1,cuǐ|wěi|jù,neutral,,place name,,
16291,趢,U+8DA2,lù,neutral,,,,
16292,趣,U+8DA3,qù(168)|cǒu|cù|zōu,neutral,,interesting,了無生趣|了无生趣|品趣志,4
16293,趤,U+8DA4,dàng,neutral,,,,
16294,趥,U+8DA5,qiū|cù,neutral,,,,
16295,趦,U+8DA6,zī,neutral,,"variant of 趑, to falter",趦趄囁嚅|趦趄嗫嚅,
16296,趧,U+8DA7,tí,neutral,,,,
16297,趨,U+8DA8,qū(21)|cǒu|cù,traditional,趋,to hasten,一步一趨|上升趨勢|上揚趨勢,4
16298,趩,U+8DA9,chì,neutral,,,,
16299,趪,U+8DAA,huáng|guāng,neutral,,,,
16300,趫,U+8DAB,qiáo|jiào|chǎo,traditional,𰷶,nimble,,
16301,趬,U+8DAC,qiāo,traditional,𰷵,,,
16302,趭,U+8DAD,jiào,neutral,,,,
16303,趮,U+8DAE,zào,neutral,,"easily provoked, hasty",,
16304,趯,U+8DAF,yuè|tì|yào,neutral,,to jump,,
16305,趰,U+8DB0,ěr,neutral,,,,
16306,趱,U+8DB1,zǎn,simplified,趲,to hasten,,
16307,趲,U+8DB2,zǎn|zū,traditional,趱,to hasten,,
16308,足,U+8DB3,zú(310)|jù,neutral,,excessive,一夔已足|一失足成千古恨|一舉手一投足,3
16309,趴,U+8DB4,pā(43),neutral,,to lie on one's stomach,淫趴|累趴|趴伏,7-9
16310,趵,U+8DB5,bō|bào|zhuó|chuò|páo,neutral,,jump,,
16311,趶,U+8DB6,kù|wū,neutral,,,,
16312,趷,U+8DB7,kē,neutral,,to jolt,,
16313,趸,U+8DB8,dǔn,simplified,躉,wholesale,打趸儿|拥趸|监趸,
16314,趹,U+8DB9,jué|guì,neutral,,to gallop,,
16315,趺,U+8DBA,fū,neutral,,instep; tarsus,趺坐|跏趺|龜趺,
16316,趻,U+8DBB,chěn,neutral,,,,
16317,趼,U+8DBC,yàn|yán|jiān|jiǎn,neutral,,(bound form) callus,吳趼人|吴趼人|老趼,
16318,趽,U+8DBD,fàng|páng|fāng,neutral,,,,
16319,趾,U+8DBE,zhǐ,neutral,,toe,三趾啄木鳥|三趾啄木鸟|三趾濱鷸,
16320,趿,U+8DBF,tā|sà|qì,neutral,,see 趿拉[ta1 la5],趿拉|趿拉兒|趿拉儿,
16321,跀,U+8DC0,yuè,neutral,,,,
16322,跁,U+8DC1,bà|pá,neutral,,to squat,,
16323,跂,U+8DC2,qí|qǐ|qì|jī|zhī,neutral,,foot,跂坐|跂想|跂望,
16324,跃,U+8DC3,yuè(139),simplified,躍,to jump,一跃而起|喜跃|喜跃抃舞,6
16325,跄,U+8DC4,qiàng,simplified,蹌,walk rapidly,跌跌跄跄|踉跄|跄踉,
16326,跅,U+8DC5,tuò|chì,neutral,,careless,,
16327,跆,U+8DC6,tái,neutral,,"to trample, to kick",跆拳道,
16328,跇,U+8DC7,yì,neutral,,,,
16329,跈,U+8DC8,niǎn|jiàn|chén|tiàn,neutral,,,,
16330,跉,U+8DC9,líng,neutral,,,,
16331,跊,U+8DCA,mèi,neutral,,,,
16332,跋,U+8DCB,bá|bèi,neutral,,postscript,囂張跋扈|嚣张跋扈|序跋,
16333,跌,U+8DCC,diē(47)|tú,neutral,,to fall,下跌|回跌|大跌,6
16334,跍,U+8DCD,kū,neutral,,to squat,,
16335,跎,U+8DCE,tuó,neutral,,to stumble,年已蹉跎|日月蹉跎|蹉跎,
16336,跏,U+8DCF,jiā,neutral,,to sit cross-legged,全跏坐|半跏坐|跏趺,
16337,跐,U+8DD0,cǐ|cī|zǐ,neutral,,to trample,,
16338,跑,U+8DD1,pǎo(986)|bó,neutral,,(of an animal) to paw (the ground),中長跑|中长跑|亂跑,1
16339,跒,U+8DD2,qiǎ,neutral,,,,
16340,跓,U+8DD3,zhù,neutral,,,,
16341,跔,U+8DD4,jū|qǔ,neutral,,,,
16342,跕,U+8DD5,tiē|dié|zhàn|diǎn,neutral,,shuffle,,
16343,跖,U+8DD6,zhí,neutral,,variant of 蹠|跖[zhi2],对跖点|跖骨,
16344,跗,U+8DD7,fū|fù,neutral,,instep,跗猴,
16345,跘,U+8DD8,pán|bàn,neutral,,,,
16346,跙,U+8DD9,jù|qū|qiě|zhù|qiè,neutral,,"weak, lame",,
16347,跚,U+8DDA,shān,neutral,,used in 蹣跚|蹒跚[pan2 shan1],步履蹣跚|步履蹒跚|步態蹣跚,
16348,跛,U+8DDB,bǒ(11)|bì|pō,neutral,,to limp,跛子|跛腳|跛脚,
16349,跜,U+8DDC,ní,neutral,,,,
16350,距,U+8DDD,jù(129),neutral,,to be at a distance of ... from; to be apart from,偏差距離|偏差距离|傳輸距離,4
16351,跞,U+8DDE,lì|luò,simplified,躒,move,,
16352,跟,U+8DDF,gēn(1534),neutral,,heel,哪兒跟哪兒|哪儿跟哪儿|好男不跟女鬥,1
16353,跠,U+8DE0,yí,neutral,,,,
16354,跡,U+8DE1,jī(87),traditional,迹,footprint,不落痕跡|不著痕跡|事跡,7-9
16355,跢,U+8DE2,dài|duò|duō|chí,neutral,,,,
16356,跣,U+8DE3,xiǎn|xiān|sǔn,neutral,,barefooted,蓬頭跣足|蓬头跣足,
16357,跤,U+8DE4,qiāo|jiāo,neutral,,a tumble,摔跤|絆跤|绊跤,7-9
16358,跥,U+8DE5,duò,neutral,,variant of 跺[duo4],,
16359,跦,U+8DE6,zhū|chú,neutral,,pace back and forth,,
16360,跧,U+8DE7,quán|zūn,neutral,,to curl up,,
16361,跨,U+8DE8,kuà(62)|kù,neutral,,to step across,橫跨|横跨|跨上,6
16362,跩,U+8DE9,shì|zhuǎi,neutral,,to waddle,跩文,
16363,跪,U+8DEA,guì(55),neutral,,to kneel,三跪九叩|下跪|滑跪,6
16364,跫,U+8DEB,qiāng|qiōng,neutral,,sound of footsteps,,
16365,跬,U+8DEC,kuǐ|xiè,neutral,,brief,,
16366,跭,U+8DED,xiáng,neutral,,,,
16367,跮,U+8DEE,chì|dié,neutral,,hasty walking,,
16368,路,U+8DEF,lù(1987)|luò,neutral,,surname Lu,一帶一路|一带一路|一條路走到黑,1
16369,跰,U+8DF0,bèng|pián|bǐng,neutral,,,,
16370,跱,U+8DF1,zhì,neutral,,to squat,,
16371,跲,U+8DF2,jiá|jié,neutral,,to stumble,,
16372,跳,U+8DF3,tiào(470)|diào|táo,neutral,,to jump,三級跳|三级跳|三級跳遠,3
16373,跴,U+8DF4,cǎi,neutral,,variant of 踩[cai3],,
16374,践,U+8DF5,jiàn(312),simplified,踐,to fulfill (a promise),作践|勾践|实践,6
16375,跶,U+8DF6,da,simplified,躂,to stumble,蹦跶,
16376,跷,U+8DF7,qiāo,simplified,蹺,to raise one's foot,按跷|踩高跷|蹊跷,
16377,跸,U+8DF8,bì,simplified,蹕,to clear streets when emperor tours,驻跸,
16378,跹,U+8DF9,xiān,simplified,躚,to manner of dancing,翩跹,
16379,跺,U+8DFA,duò(19),neutral,,variant of 跺[duo4],跺腳|跺脚,
16380,跻,U+8DFB,jī,simplified,躋,(literary) to ascend; to climb; to mount,跻身,
16381,跼,U+8DFC,jú|qù,neutral,,cramped; narrow,跼促,
16382,跽,U+8DFD,jì,neutral,,kneel,,
16383,跾,U+8DFE,shū|chōu,neutral,,,,
16384,跿,U+8DFF,tú|duó|chuō,neutral,,,,
16385,踀,U+8E00,chù|cù,neutral,,,,
16386,踁,U+8E01,jìng|kēng,neutral,,variant of 脛|胫[jing4],,
16387,踂,U+8E02,niè,neutral,,,,
16388,踃,U+8E03,xiāo|qiào,neutral,,,,
16389,踄,U+8E04,bù,neutral,,,,
16390,踅,U+8E05,chì|xué,neutral,,walk with one leg,踅子|踅摸,
16391,踆,U+8E06,qūn|cún|zūn|qiù|zhūn,neutral,,squat,,
16392,踇,U+8E07,mǔ,neutral,,,,
16393,踈,U+8E08,shū,neutral,,variant of 疏[shu1],,
16394,踉,U+8E09,láng|liáng|liàng|làng,neutral,,used in 跳踉[tiao4 liang2],跳踉|踉蹌|踉跄,
16395,踊,U+8E0A,yǒng,neutral,踴,leap,踊跃,7-9
16396,踋,U+8E0B,jiǎo,neutral,,old variant of 腳|脚[jiao3],,
16397,踌,U+8E0C,chóu(24),simplified,躊,used in 躊躇|踌躇[chou2 chu2],踌躇|踌躇不前|踌躇不决,
16398,踍,U+8E0D,qiāo,neutral,,,,
16399,踎,U+8E0E,móu,neutral,,,,
16400,踏,U+8E0F,tà(122)|tā(10),neutral,,see 踏實|踏实[ta1 shi5],制動踏板|制动踏板|加速踏板,6
16401,踐,U+8E10,jiàn(312),traditional,践,to fulfill (a promise),作踐|勾踐|實踐,6
16402,踑,U+8E11,qí|jī|jì,neutral,,,,
16403,踒,U+8E12,wō|wēi|ruí,neutral,,to slip and sprain a limb,,
16404,踓,U+8E13,wěi|cù,neutral,,,,
16405,踔,U+8E14,chuō|diào|zhuō|tiào|chuò,neutral,,to get ahead,發揚踔厲|发扬踔厉,
16406,踕,U+8E15,jié,neutral,,,,
16407,踖,U+8E16,jí|qì|què,neutral,,to step,,
16408,踗,U+8E17,niè,neutral,,,,
16409,踘,U+8E18,jū,neutral,,leather ball,蹴踘,
16410,踙,U+8E19,niè,neutral,,,,
16411,踚,U+8E1A,lún,traditional,𬦧,,,
16412,踛,U+8E1B,lù,neutral,,,,
16413,踜,U+8E1C,lèng|léng|chěng,neutral,,to stumble,,
16414,踝,U+8E1D,huái,neutral,,ankle,內踝|内踝|外踝,
16415,踞,U+8E1E,jù,neutral,,to be based upon,盤踞|盘踞|竄踞,
16416,踟,U+8E1F,chí,neutral,,used in 踟躕|踟蹰[chi2 chu2],踟躇|踟躕|踟蹰,
16417,踠,U+8E20,wǎn|wò,neutral,,ankle,,
16418,踡,U+8E21,quán|juǎn,neutral,,to curl up,,
16419,踢,U+8E22,tī(50)|dié,neutral,,to kick,二踢腳|二踢脚|批踢踢,6
16420,踣,U+8E23,bó|pòu,neutral,,(literary) to tumble; to fall down,顛踣|颠踣,
16421,踤,U+8E24,zú|cù|cuì,neutral,,to butt against,,
16422,踥,U+8E25,qiè,neutral,,to walk with small steps,踥踥|踥蹀,
16423,踦,U+8E26,qī|jī|jǐ|yǐ|yì,neutral,,shin,,
16424,踧,U+8E27,dí|cù,neutral,,carefully,,
16425,踨,U+8E28,zōng,neutral,,,,
16426,踩,U+8E29,cǎi(64)|kuí,neutral,,variant of 踩[cai3],往泥裡踩|往泥里踩|扒高踩低,6
16427,踪,U+8E2A,zōng(12),neutral,蹤,variant of 蹤|踪[zong1],一去无影踪|不见一点踪影|来去无踪,7-9
16428,踫,U+8E2B,pán|pèng,neutral,,old variant of 碰[peng4],,
16429,踬,U+8E2C,zhì,simplified,躓,to stumble,跋前踬后,
16430,踭,U+8E2D,zhēng,neutral,,,,
16431,踮,U+8E2E,diǎn(9),neutral,,to stand on tiptoe,踮腳尖|踮脚尖,
16432,踯,U+8E2F,zhí,simplified,躑,used in 躑躅|踯躅[zhi2 zhu2],踯躅,
16433,踰,U+8E30,yú|yáo|chū,neutral,,variant of 逾[yu2],,
16434,踱,U+8E31,duó(37)|chuò,neutral,,to pace; to stroll,踱方步|踱步,
16435,踲,U+8E32,dùn,neutral,,,,
16436,踳,U+8E33,chuǎn|chǔn|chūn,neutral,,,,
16437,踴,U+8E34,yǒng,traditional,踊,leap,踴躍,7-9
16438,踵,U+8E35,zhǒng|zhòng,neutral,,to arrive,延頸企踵|延颈企踵|接踵,
16439,踶,U+8E36,dì|zhì|tí|chí|shì,neutral,,to kick,踶跂,
16440,踷,U+8E37,zhǎ,neutral,,,,
16441,踸,U+8E38,chěn,neutral,,,,
16442,踹,U+8E39,shuàn|duàn|chuǎn|chuài,neutral,,to kick,踹共,7-9
16443,踺,U+8E3A,jiàn,neutral,,used in 踺子[jian4 zi5],踺子,
16444,踻,U+8E3B,guā|guǎ|tuó,neutral,,,,
16445,踼,U+8E3C,táng|tǎng|shāng,neutral,,to fall flat,,
16446,踽,U+8E3D,jǔ,neutral,,hunchbacked,踽踽獨行|踽踽独行,
16447,踾,U+8E3E,fú|bì,neutral,,,,
16448,踿,U+8E3F,zú,neutral,,,,
16449,蹀,U+8E40,dié,neutral,,to tread on,大不列蹀|踥蹀|蹀血,
16450,蹁,U+8E41,pián,neutral,,to limp,,
16451,蹂,U+8E42,rǒu|róu,neutral,,trample,蹂躪|蹂躏,
16452,蹃,U+8E43,nuò|rè|nà,neutral,,,,
16453,蹄,U+8E44,tí(15)|dì,neutral,,hoof,人有失手，馬有失蹄|人有失手，马有失蹄|偶蹄,
16454,蹅,U+8E45,chǎ|zhā,neutral,,"(coll.) to trudge (in mud, snow etc)",,
16455,蹆,U+8E46,tuǐ,neutral,,,,
16456,蹇,U+8E47,jiǎn,neutral,,surname Jian,時乖命蹇|时乖命蹇|蹇修,
16457,蹈,U+8E48,dǎo(9),neutral,,to tread on,亨丁頓舞蹈症|亨丁顿舞蹈症|亨廷頓舞蹈症,6
16458,蹉,U+8E49,cuō,neutral,,to error,年已蹉跎|日月蹉跎|蹉跎,
16459,蹊,U+8E4A,xī|qī,neutral,,used in 蹊蹺|蹊跷[qi1 qiao1],另闢蹊徑|另辟蹊径|獨辟蹊徑,
16460,蹋,U+8E4B,tà(13),neutral,,to step on,糟蹋|踢蹋舞|蹧蹋,
16461,蹌,U+8E4C,qiāng|qiàng,traditional,跄,walk rapidly,跌跌蹌蹌|踉蹌|蹌踉,
16462,蹍,U+8E4D,zhǎn|niǎn|chán,neutral,,,,
16463,蹎,U+8E4E,diān,neutral,,to fall forward (variant of 顛|颠[dian1]),,
16464,蹏,U+8E4F,tí,neutral,,variant of 蹄[ti2],,
16465,蹐,U+8E50,jí,neutral,,walk with short steps,,
16466,蹑,U+8E51,niè,simplified,躡,to walk on tiptoe,蹑履|蹑悄悄|蹑手蹑脚,
16467,蹒,U+8E52,pán,simplified,蹣,used in 蹣跚|蹒跚[pan2 shan1],步履蹒跚|步态蹒跚|蹒跚,
16468,蹓,U+8E53,liū|liù,neutral,,to stroll,,
16469,蹔,U+8E54,zàn|cán,traditional,𫏐,to scurry,,
16470,蹕,U+8E55,bì,traditional,跸,to clear streets when emperor tours,駐蹕,
16471,蹖,U+8E56,chōng,neutral,,,,
16472,蹗,U+8E57,lù,neutral,,,,
16473,蹘,U+8E58,liáo,neutral,,,,
16474,蹙,U+8E59,cù,neutral,,to knit (one's brows),窮蹙|穷蹙|蹙眉,
16475,蹚,U+8E5A,tāng|tàng|chēng,neutral,,to wade,蹚渾水|蹚浑水|鏟蹚,
16476,蹛,U+8E5B,dài|diē|dān|zhì,traditional,𰸚,,,
16477,蹜,U+8E5C,sù,neutral,,walk carefully,,
16478,蹝,U+8E5D,xǐ,neutral,,slippers,,
16479,蹞,U+8E5E,kuǐ,neutral,,,,
16480,蹟,U+8E5F,jī,neutral,,variant of 跡|迹[ji4],古蹟|奇蹟,
16481,蹠,U+8E60,zhí|zhuó,neutral,,metatarsus,對蹠點|蹠骨,
16482,蹡,U+8E61,qiāng|qiàng,traditional,𬧀,(manner of walking),踉蹡,
16483,蹢,U+8E62,dí|zhí,neutral,,hoof,,
16484,蹣,U+8E63,pán|mán|liǎng,traditional,蹒,used in 蹣跚|蹒跚[pan2 shan1],步履蹣跚|步態蹣跚|蹣跚,
16485,蹤,U+8E64,zōng(12),traditional,踪|𧿛,(bound form) footprint; trace; tracks,一去無影蹤|不見一點蹤影|來去無蹤,7-9
16486,蹥,U+8E65,lián,traditional,𰸔,,,
16487,蹦,U+8E66,bèng(28),neutral,,to jump; to bounce; to hop,歡蹦亂跳|欢蹦乱跳|活蹦亂跳,7-9
16488,蹧,U+8E67,zāo,neutral,,see 蹧蹋[zao1 ta4],蹧塌|蹧蹋,
16489,蹨,U+8E68,niǎn|rǎn,neutral,,,,
16490,蹩,U+8E69,bié,neutral,,to limp,蹩腳|蹩脚,
16491,蹪,U+8E6A,tuí,traditional,𰸞,to stumble,,
16492,蹫,U+8E6B,jú,neutral,,,,
16493,蹬,U+8E6C,dēng(39),neutral,,to step on; to tread on,腳蹬|脚蹬|蹬子,7-9
16494,蹭,U+8E6D,cèng(14),neutral,,to rub against,刮蹭|磨磨蹭蹭|磨蹭,7-9
16495,蹮,U+8E6E,xiān,neutral,,old variant of 躚|跹[xian1],,
16496,蹯,U+8E6F,fán,neutral,,paws of animal,,
16497,蹰,U+8E70,chú,neutral,躕,used in 踟躕|踟蹰[chi2 chu2],踟蹰|踟蹰不前|踌蹰,
16498,蹱,U+8E71,zhōng|chòng,neutral,,,,
16499,蹲,U+8E72,dūn(107)|cuán|cǔn|qǔn|zūn,neutral,,(dialect) to sprain one's foot or leg due to a sudden impact or landing,半蹲|家裡蹲|家里蹲,6
16500,蹳,U+8E73,bō,traditional,𫏆,,,
16501,蹴,U+8E74,cù|zú|jiu,neutral,,carefully,一蹴即至|一蹴可幾|一蹴可几,
16502,蹵,U+8E75,cù,neutral,,variant of 蹴[cu4],,
16503,蹶,U+8E76,jué|guì,neutral,,to stumble,一蹶不振|尥蹶子,
16504,蹷,U+8E77,jué,neutral,,,,
16505,蹸,U+8E78,lìn|lín,neutral,,,,
16506,蹹,U+8E79,tá,neutral,,,,
16507,蹺,U+8E7A,qiāo|qiào,traditional,跷,to raise one's foot,踩高蹺|蹊蹺|蹺家,
16508,蹻,U+8E7B,qiāo|jiǎo|jué|jú|xuè,traditional,𫏋,variant of 蹺|跷[qiao1],按蹻,
16509,蹼,U+8E7C,pǔ,neutral,,"web (of feet of ducks, frogs etc)",半蹼鷸|半蹼鹬|灰瓣蹼鷸,
16510,蹽,U+8E7D,liāo,neutral,,to run,,
16511,蹾,U+8E7E,dūn,neutral,,(coll.) to put sth down heavily,,
16512,蹿,U+8E7F,cuān,simplified,躥,to leap up,抱头鼠蹿|蹿升|蹿房越脊,
16513,躀,U+8E80,guàn,traditional,𬦻,,,
16514,躁,U+8E81,zào(33),neutral,,impatient; hot-tempered,大腸激躁症|大肠激躁症|少安毋躁,7-9
16515,躂,U+8E82,dá,traditional,跶,to stumble,蹦躂,
16516,躃,U+8E83,bì,neutral,,variant of 躄[bi4],,
16517,躄,U+8E84,bì,neutral,,both feet crippled,,
16518,躅,U+8E85,zhú|zhuó,neutral,,used in 躑躅|踯躅[zhi2 zhu2],躑躅|踯躅,
16519,躆,U+8E86,jù,neutral,,,,
16520,躇,U+8E87,chú(24)|chuò,neutral,,used in 躊躇|踌躇[chou2 chu2],踟躇|躊躇|踌躇,
16521,躈,U+8E88,qiào,neutral,,,,
16522,躉,U+8E89,dǔn,traditional,趸,wholesale,打躉兒|擁躉|監躉,
16523,躊,U+8E8A,chóu(24),traditional,踌,used in 躊躇|踌躇[chou2 chu2],躊躇|躊躇不前|躊躇不決,
16524,躋,U+8E8B,jī,traditional,跻,(literary) to ascend; to climb; to mount,躋身,
16525,躌,U+8E8C,wǔ,neutral,,,,
16526,躍,U+8E8D,yuè(139)|tì,traditional,跃,to jump,一躍而起|喜躍|喜躍抃舞,6
16527,躎,U+8E8E,niǎn,traditional,䟢,,,
16528,躏,U+8E8F,lìn,simplified,躪,used in 蹂躪|蹂躏[rou2 lin4],蹂躏,
16529,躐,U+8E90,liè,neutral,,step across,,
16530,躑,U+8E91,zhí,traditional,踯,used in 躑躅|踯躅[zhi2 zhu2],躑躅,
16531,躒,U+8E92,lì|yuè|luò,traditional,跞,move,,
16532,躓,U+8E93,zhì|zhī,traditional,踬,to stumble,跋前躓後,
16533,躔,U+8E94,chán|zhàn,neutral,,(literary) animal tracks,廿八躔,
16534,躕,U+8E95,chú,traditional,蹰,used in 踟躕|踟蹰[chi2 chu2],踟躕|踟躕不前|躊躕,
16535,躖,U+8E96,duàn,neutral,,,,
16536,躗,U+8E97,wèi,neutral,,to exaggerate,,
16537,躘,U+8E98,lóng|lǒng,traditional,𨀁,to walk,,
16538,躙,U+8E99,lìn,neutral,,"variant of 躪|躏, to trample down",,
16539,躚,U+8E9A,xiān,traditional,跹,to manner of dancing,翩躚,
16540,躛,U+8E9B,wèi,neutral,,variant of 躗[wei4],,
16541,躜,U+8E9C,zuān,simplified,躦,to jump,,
16542,躝,U+8E9D,lán,traditional,𨅬,to pass,,
16543,躞,U+8E9E,xiè,neutral,,to walk,蹀躞|躞蹀,
16544,躟,U+8E9F,ráng,neutral,,,,
16545,躠,U+8EA0,sǎ|xiè,neutral,,to limp,,
16546,躡,U+8EA1,niè,traditional,蹑,to walk on tiptoe,躡履|躡悄悄|躡手躡腳,
16547,躢,U+8EA2,tà,neutral,,,,
16548,躣,U+8EA3,qú,neutral,,(manner of walking),,
16549,躤,U+8EA4,jí,neutral,,,,
16550,躥,U+8EA5,cuān,traditional,蹿,to leap up,抱頭鼠躥|躥升|躥房越脊,
16551,躦,U+8EA6,cuó|zuān,traditional,躜,to jump,,
16552,躧,U+8EA7,xǐ,traditional,𰸐,shoe,,
16553,躨,U+8EA8,kuí,neutral,,,,
16554,躩,U+8EA9,jué|qì,neutral,,bend,,
16555,躪,U+8EAA,lìn,traditional,躏,used in 蹂躪|蹂躏[rou2 lin4],蹂躪,
16556,身,U+8EAB,shēn(2161)|juān,neutral,,body,一展身手|一日為師，終身為父|一日为师，终身为父,1
16557,躬,U+8EAC,gōng(22),neutral,,"(literary) body (of a human, esp. the torso)",事必躬親|事必躬亲|卑躬屈節,7-9
16558,躭,U+8EAD,dān,neutral,,variant of 耽[dan1],,
16559,躮,U+8EAE,fēn,neutral,,,,
16560,躯,U+8EAF,qū(10),neutral,軀,human body,捐躯|身躯|躯干,7-9
